ID,Work Item Type,Title,State,Tags,Description,Acceptance Criteria,Closed Date
"38356","Customer Support","[NAB] Josie issue with connect data in PF after coming from Appraise","Closed","NAB","<div>Josie wanted to test Appraise again, and so Miranda set up a new account. </div><div><br> </div><div>Josie had a dfiferent account, but reused the holding name in Aprpaise and so appraise tried to create a new recipient witht htat holding name. However it found an old one which was setup for a diffrent email. And Provider dos not like to present it's content for a different email than what the data request recipient is setup to..&nbsp; </div>",,"10/28/2025 8:03:38 AM"
"38303","Bug","[Discovery] Cant copy to clipboard request URL","Closed",,,,"10/28/2025 8:38:41 AM"
"38302","Spike","Mobble issues w/Miranda ❤️","Closed",,"<div>If you have more than one farm in Mobble you should see all of those farms to choose from in PF after authenticating with Mobble, however currenlty we only ever see one farm eventhough there are more in Mobble </div><div><br> </div><div><img src=""https://dev.azure.com/rezaresystems/15020b92-fee6-4202-956f-9036d1e1da84/_apis/wit/attachments/97ad4dec-0807-4498-9a27-dcef5af6b9fb?fileName=image.png"" alt=Image><br> </div>",,"10/28/2025 8:48:58 AM"
"38382","Spike","Saputo Consumer Org setup (feat. Miranda)","Closed",,"<div>Update logo in prod </div><div><br> </div><div>org id:&nbsp;<span>ab277515-5ae0-42ab-ab5e-984c7ff836e3</span> </div>",,"10/28/2025 11:13:44 AM"
"38167","User Story","Create a PF improvement mindmap part 1","Closed",,"<div>I have created a bord for this&nbsp;<a href=""https://miro.com/app/board/uXjVJ-_L-U8=/"">https://miro.com/app/board/uXjVJ-_L-U8=/</a> </div>",,"10/29/2025 8:00:33 AM"
"38279","Bug","[Saputo] Fix Logo Urls in Dev and Test","Closed",,,,"10/29/2025 2:24:04 PM"
"38049","User Story","PDS Deletions - Prepare for NAB Data Deletions","Closed","Medium Priority; NAB","<div>This ticket was about deleting the pre-pilot data. It is now about getting the PDS deleter running </div><div><br> </div><div>The actual deletion of the data will be done in <a href=""https://dev.azure.com/rezaresystems/Pure%20Farming/_workitems/edit/38280/"" data-vss-mention=""version:1.0"">#38280</a> </div><div><span><ul style=""margin-bottom:0cm;margin-top:0cm;""> </ul></span> </div><div> </div>",,"10/30/2025 6:01:01 AM"
"38304","Spike","[Arla] Discuss with Rob and Rich M. how to enable Arla to know when a farmer has removed consent for data","Closed",,"<div>We could have an additional lambda listen to the PII files being dropped. This lambda can compare Arla's existing recipients/holdings/connections (pick one) with the content of the pii file and mark the recipients that belong to missing units as hidden. This would allow Arla getting existing and non existing recipients in one API call and they could even tell when the access was taken away. </div><div><br> </div><div>This is enough if Arla still needs access to the data of the farms that they already have. If they can't have access to existing farm data for Farms that have declined access now we will need to discsuss further because that would be different to Sainsbury's current behaviour. </div><div><br> </div><div>There is a catch up planned. :)&nbsp; </div>",,"10/30/2025 10:57:36 AM"
"37755","User Story","[SAPUTO] End-to-end testing","Closed","MilkCollection; Saputo","<div style=""box-sizing:border-box;""><span style=""box-sizing:border-box;display:inline !important;"">We need to make sure that data is being ingested from Saputo milk pickup data file drop and is coming through to the Data Output API.&nbsp; The data also needs to make sense.</span><br style=""box-sizing:border-box;""> </div><div style=""box-sizing:border-box;""> </div><div style=""box-sizing:border-box;""> </div><div style=""box-sizing:border-box;""> </div><div style=""box-sizing:border-box;""><br style=""box-sizing:border-box;""> </div><div style=""box-sizing:border-box;""><br> </div><br>","<div><ul style=""box-sizing:border-box;padding:0px 0px 0px 40px;""><li style=""box-sizing:border-box;"">Data is available in the Data Output API </li><li style=""box-sizing:border-box;"">Data makes sense as per BA mapping </li><li style=""box-sizing:border-box;"">Check the column types are setup as specified in the resource type spec&nbsp; </li><li style=""box-sizing:border-box;"">Check logs&nbsp; </li> </ul> </div>","10/30/2025 5:13:29 PM"
"38353","Bug","[Trev] standardisation times out occasionally","Closed","Craigmore; Ngai Tahu",,,"10/30/2025 5:13:29 PM"
"37753","User Story","[SAPUTO] Write ingestion - Pre-process","Closed","MilkCollection; Saputo","<div>A pre-process step is required. </div><div><br> </div><div>Each farm needs to be put into a separate JSON file. </div><div>A farm will typically have multiple pickups (Multiple rows per farmId) </div><div><br> </div><div>We will only separate the JSON per-farm AFTER the farmer has connected to the data source </div><div> </div><div><br> </div><div><b>Incoming path (RAW path):</b>&nbsp; &nbsp;<span>saputo/&lt;processing_date&gt;/milk-collection_&lt;universal_id&gt;.csv</span> </div><div><span><ol style=""box-sizing:border-box;padding-left:40px;""> </ol><div><b>Destination path (Preprocessing bucket)</b>:&nbsp;&nbsp;<span>saputo/&lt;<span style=""display:inline !important;"">processing_date</span>&gt;/dairy/milk-collection/f_&lt;farm_number&gt;_e_&lt;entity_id&gt;_u_&lt;universal_id&gt;.json</span> </div><div><span><br></span> </div><div><span>e.g.:</span> </div><div><span><span>&nbsp;{&quot;farmid&quot;:1234, &quot;rows&quot;;[&quot;row 1&quot;]},</span><br></span> </div><div><span><span><br></span></span> </div><div>Note: </div><div>Verify that we can process 500 rows in one go. Otherwise we will need to add pagination&nbsp; </div><br></span> </div>","<div>Dropped file is separated in different JSONs in Pre-pros bucket </div>","10/30/2025 5:13:31 PM"
"37754","User Story","[SAPUTO] Write ingestion - Standardise","Closed","MilkCollection; Saputo","<div>As a Farmer I want to provide my Saputo milk collection (i.e. pickup data) to a data consumer so that they can receive PF pfMilkCollection data </div><ol style=""box-sizing:border-box;padding-left:40px;""><li style=""box-sizing:border-box;""><span>Pick up the file from the pre-processed or raw bucket </span><span> </span> </li> </ol><div>Create a milk collection observation for each pickup event in the Saputo data </div><ol style=""box-sizing:border-box;padding-left:40px;""> </ol><div><div style=""box-sizing:border-box;""><b>Mapping: </b> </div><div style=""box-sizing:border-box;""><br> </div><div style=""box-sizing:border-box;"">The mapping information can be found in the SharePoint mapping folder <a href=""https://mapofag.sharepoint.com/:f:/s/Project/project_MapofAg_PureFarming/EpI4fgz6TCNAiB4XEkyeiEkB2zach9AdumSflgA-SqdJpw?e=0UaucC"">Saputo</a>.&nbsp; The files include: </div><div style=""box-sizing:border-box;""><ul style=""box-sizing:border-box;padding:0px 0px 0px 40px;""><li><a href=""https://mapofag.sharepoint.com/:u:/s/Project/project_MapofAg_PureFarming/Ee4Ue1HOAQhCoeX2okNpjoMBH5jq2d8k3xtffRRe2Hxaxw?e=ODxEUx"">MapSaputoMilkCollection.json</a> - the mapping file </li><li><a href=""https://mapofag.sharepoint.com/:w:/s/Project/project_MapofAg_PureFarming/ETZEfUBDlkRCtT-iTbdr-p0BQDOX-paiuryJw7uxJJXZYQ?e=FwrDGW"">Mapping Notes.docx </a>- explanation of some important aspects of the mapping<br> </li><li><a href=""https://mapofag.sharepoint.com/:x:/s/Project/project_MapofAg_PureFarming/ETaN5PHFXKtCudHM9J1ii4QBF-7yUUE5ll67KffWo-Ibpg?e=7bFx02"">SampleSaputoMilkCollection.csv</a> - an artificial sample data file create by Krishna Kattula at Saputo </li><li><a href=""https://mapofag.sharepoint.com/:u:/s/Project/project_MapofAg_PureFarming/EWi3gjk6MkBOkvC2T_A9wtgBIkbfnA-UHBnG5aXl9o5c9A?e=J0sGiR"">SampleSaputoMilkCollectionPF.json </a>- example of a PF JSON record for a milk collection event.<br> </li> </ul> </div> </div><div>The mapping notes define a method for determining Pure Farming's &quot;productionDays&quot;.&nbsp; </div><div><br> </div><div>The process for determining production days <b>requires </b>the previous Saputo pickup record for the farm. </div><div>The first pickup from the farm for the season is an exception (see notes). </div><div><div style=""box-sizing:border-box;""><ul style=""box-sizing:border-box;padding:0px 0px 0px 40px;""> </ul> </div>Note that Saputo plan to have an API developed soon. </div><div><br> </div><div><b>Destination path:</b>&nbsp;&nbsp;<span>dairy/milk-collection/&lt;drop_date&gt;/saputo/e_&lt;entity_id&gt;_u_&lt;universal_id&gt;.json</span> </div><div><span><br></span> </div><div><span>Note: The names of the analysis results should aligned with Synlait/ Fonterra&nbsp;</span> </div><div><br> </div><br>","<div><ul style=""box-sizing:border-box;padding:0px 0px 0px 40px;""><li style=""box-sizing:border-box;"">Standardised file is created/mapped correctly according to the mapping file <span style=""display:inline !important;"">MapSaputoMilkCollection.json</span> </li><li style=""box-sizing:border-box;"">Standardised logs are without errors </li> </ul><br> </div>","10/30/2025 5:13:33 PM"
"38280","Customer Support","NAB Deletion - Delete Data","Closed","NAB","[![==image_0==.png](https://dev.azure.com/rezaresystems/15020b92-fee6-4202-956f-9036d1e1da84/_apis/wit/attachments/6c08d563-217d-4952-a267-741e7aa5623d?fileName===image_0==.png) Pure Farming Data Deletion Process.docx](https://mapofag.sharepoint.com/:w:/r/sites/isms/Processes/Pure%20Farming%20Data%20Deletion%20Process.docx?d=w8fd661d2679d4b4e9e2b1cee879e2ba2&amp;csf=1&amp;web=1&amp;e=aVfk9g&amp;xsdata=MDV8MDJ8bWlyYW5kYS5oZW5uZWJyeUBtYXBvZi5hZ3xhZjg0NTg3ODQ0NTA0NTNiODkwMzA4ZGRmNjZjNTk2ZXwwYjE1MzQ5OTAzNDM0MWNmOTM2NmUxODhiNjg0OTNmZHwxfDB8NjM4OTM3NjY3NDExMzE3ODQwfFVua25vd258VFdGcGJHWnNiM2Q4ZXlKRmJYQjBlVTFoY0draU9uUnlkV1VzSWxZaU9pSXdMakF1TURBd01DSXNJbEFpT2lKWGFXNHpNaUlzSWtGT0lqb2lUV0ZwYkNJc0lsZFVJam95ZlE9PXwwfHx8&amp;sdata=VGZtMUxyRkFyN1pQRVQyc2lRSjhRU1dqSHczdEcwUm15ZTB0eWVIRUFNVT0%3d)  


List of NAB Farms:&nbsp;[https://mapofag-my.sharepoint.com/:x:/r/personal/chris_lloyd_rezare_com/Documents/Desktop/38049 NAB Deletion.xlsx?d=w003009bd6d494285a8378b7ba9529daf&amp;csf=1&amp;web=1&amp;e=7rHvl6](https://mapofag-my.sharepoint.com/:x:/r/personal/chris_lloyd_rezare_com/Documents/Desktop/38049%20NAB%20Deletion.xlsx?d=w003009bd6d494285a8378b7ba9529daf&amp;csf=1&amp;web=1&amp;e=7rHvl6)
  

We need to delete all of the data from the NAB pre-pilot and provide evidence that we have done so.

  

Evidence required is:

1.  S3 Buckets  
    Screenshot of bucket with files in it, subsequent screenshot showing no files in bucket.
2.  DynamoDB  
    Screenshot of records (blanked out), query to find records, screenshot of post deletion with no records.
3.  Database  
    Screenshot of records, SQL query used to find the records, screenshot post query showing no records.
  

Plus:

In addition to the evidence above, can you please provide written attestation that NAB customer data had been deleted from any other intermediatory processing capability like for example:
*   Staff members endpoints (example: laptops)
*   Any kind of sharing or collaboration tooling (example: &nbsp;SharePoint)
*   Any communication mechanisms (example mailboxes)

## Evidence Folder Structure
```
    holdings
    │
    └───&lt;UUID&gt;-&lt;Holding Name&gt;/
    │   │   data-connections/
    │   │    │         pre-delete-data-connection-list-json.png
    │   │    │         pre-delete-connection-parameters-list-database.png
    │   │    │         pre-delete-connection-list-database.png
    │   │    │         post-delete-data-connection-list-json.png
    │   │    │         post-delete-connection-parameters-list-database.png
    │   │    └─── post-delete-connection-list-database.png
    │   │   icarAnimalCoreResource/
    │   │   icarAnimalSetResource/
    │   │   ...
    │   └───plotResource
    │         │         pre-delete-pds.png
    │         │         pre-delete-change-detection.png
    │         │         post-delete-pds.png
    │         └─── post-delete-change-detection.png
    │         
    │   
    └───&lt;UUID&gt;-&lt;Holding Name&gt;/
    │   
    data-sources
    └───&lt;DATA SOURCE IDENTIFIER&gt;
              │         pre-delete-s3-files.png
              └─── post-delete-s3-files.png

```

# Plan
For each `holding` that has data connected:
**Data Connections**
- [X] INTERNAL API: Query for all data-connections using  `GET /data-source/connection?FarmId=&lt;HOLDING_ID&gt;`
- [X] INTERNAL API: Delete all data connections using ` DELETE /data-source/connection/deleteByHoldingIds`
- [X] DYNAMO DB: Remove all the data connection parameters from the `data-source-data-connection-parameters` table by `DATA_CONNECTION_ID`
- [X] DYNAMO DB: Remove the data connections from the `data-source-data-connections` dynamo table by their `ID`

**icarAnimalCoreResource**:
- [ ] Query for all `icarAnimalCoreResource` items in PDS where `ENTITY_ID = &lt;HOLDING_ID&gt;`
- [ ] Query for all `icarAnimalCoreResource` items in Change-Detection tables where `ENTITY_ID = &lt;HOLDING_ID&gt;`
- [ ] Use the PDS-Data-Deletion tool to remove all `icarAnimalCoreResource` data for the entity `HOLDING_ID`

**icarAnimalSetResource**:
- [ ] Query for all `icarAnimalSetResource` items in PDS where `ENTITY_ID = &lt;HOLDING_ID&gt;`
- [ ] Query for all `icarAnimalSetResource` items in Change-Detection tables where `ENTITY_ID = &lt;HOLDING_ID&gt;`
- [ ] Use the PDS-Data-Deletion tool to remove all `icarAnimalSetResource` data for the entity `HOLDING_ID`

**icarGroupMovementArrivalEventResource**:
- [ ] Query for all `icarGroupMovementArrivalEventResource` items in PDS where `ENTITY_ID = &lt;HOLDING_ID&gt;`
- [ ] Query for all `icarGroupMovementArrivalEventResource` items in Change-Detection tables where `ENTITY_ID = &lt;HOLDING_ID&gt;`
- [ ] Use the PDS-Data-Deletion tool to remove all `icarGroupMovementArrivalEventResource` data for the entity `HOLDING_ID`

**icarGroupMovementBirthEventResource**:
- [ ] Query for all `icarGroupMovementBirthEventResource` items in PDS where `ENTITY_ID = &lt;HOLDING_ID&gt;`
- [ ] Query for all `icarGroupMovementBirthEventResource` items in Change-Detection tables where `ENTITY_ID = &lt;HOLDING_ID&gt;`
- [ ] Use the PDS-Data-Deletion tool to remove all `icarGroupMovementBirthEventResource` data for the entity `HOLDING_ID`

**icarGroupMovementDeathEventResource**:
- [ ] Query for all `icarGroupMovementDeathEventResource` items in PDS where `ENTITY_ID = &lt;HOLDING_ID&gt;`
- [ ] Query for all `icarGroupMovementDeathEventResource` items in Change-Detection tables where `ENTITY_ID = &lt;HOLDING_ID&gt;`
- [ ] Use the PDS-Data-Deletion tool to remove all `icarGroupMovementDeathEventResource` data for the entity `HOLDING_ID`

**icarGroupMovementDepartureEventResource**:
- [ ] Query for all `icarGroupMovementDepartureEventResource` items in PDS where `ENTITY_ID = &lt;HOLDING_ID&gt;`
- [ ] Query for all `icarGroupMovementDepartureEventResource` items in Change-Detection tables where `ENTITY_ID = &lt;HOLDING_ID&gt;`
- [ ] Use the PDS-Data-Deletion tool to remove all `icarGroupMovementDepartureEventResource` data for the entity `HOLDING_ID`

**icarMovementArrivalEventResource**:
- [ ] Query for all `icarMovementArrivalEventResource` items in PDS where `ENTITY_ID = &lt;HOLDING_ID&gt;`
- [ ] Query for all `icarMovementArrivalEventResource` items in Change-Detection tables where `ENTITY_ID = &lt;HOLDING_ID&gt;`
- [ ] Use the PDS-Data-Deletion tool to remove all `icarMovementArrivalEventResource` data for the entity `HOLDING_ID`

**icarMovementBirthEventResource**:
- [ ] Query for all `icarMovementBirthEventResource` items in PDS where `ENTITY_ID = &lt;HOLDING_ID&gt;`
- [ ] Query for all `icarMovementBirthEventResource` items in Change-Detection tables where `ENTITY_ID = &lt;HOLDING_ID&gt;`
- [ ] Use the PDS-Data-Deletion tool to remove all `icarMovementBirthEventResource` data for the entity `HOLDING_ID`

**icarMovementDeathEventResource**:
- [ ] Query for all `icarMovementDeathEventResource` items in PDS where `ENTITY_ID = &lt;HOLDING_ID&gt;`
- [ ] Query for all `icarMovementDeathEventResource` items in Change-Detection tables where `ENTITY_ID = &lt;HOLDING_ID&gt;`
- [ ] Use the PDS-Data-Deletion tool to remove all `icarMovementDeathEventResource` data for the entity `HOLDING_ID`

**icarMovementDepartureEventResource**:
- [ ] Query for all `icarMovementDepartureEventResource` items in PDS where `ENTITY_ID = &lt;HOLDING_ID&gt;`
- [ ] Query for all `icarMovementDepartureEventResource` items in Change-Detection tables where `ENTITY_ID = &lt;HOLDING_ID&gt;`
- [ ] Use the PDS-Data-Deletion tool to remove all `icarMovementDepartureEventResource` data for the entity `HOLDING_ID`

**icarWeightEventResource**:
- [ ] Query for all `icarWeightEventResource` items in PDS where `ENTITY_ID = &lt;HOLDING_ID&gt;`
- [ ] Query for all `icarWeightEventResource` items in Change-Detection tables where `ENTITY_ID = &lt;HOLDING_ID&gt;`
- [ ] Use the PDS-Data-Deletion tool to remove all `icarWeightEventResource` data for the entity `HOLDING_ID`

**pfAnimalGroup**:
- [ ] Query for all `pfAnimalGroup` items in PDS where `ENTITY_ID = &lt;HOLDING_ID&gt;`
- [ ] Query for all `pfAnimalGroup` items in Change-Detection tables where `ENTITY_ID = &lt;HOLDING_ID&gt;`
- [ ] Use the PDS-Data-Deletion tool to remove all `pfAnimalGroup` data for the entity `HOLDING_ID`

**pfEnergyConsumptionResource**:
- [ ] Query for all `pfEnergyConsumptionResource` items in PDS where `ENTITY_ID = &lt;HOLDING_ID&gt;`
- [ ] Query for all `pfEnergyConsumptionResource` items in Change-Detection tables where `ENTITY_ID = &lt;HOLDING_ID&gt;`
- [ ] Use the PDS-Data-Deletion tool to remove all `pfEnergyConsumptionResource` data for the entity `HOLDING_ID`

**pfFertiliserTransaction**:
- [ ] Query for all `pfFertiliserTransaction` items in PDS where `ENTITY_ID = &lt;HOLDING_ID&gt;`
- [ ] Query for all `pfFertiliserTransaction` items in Change-Detection tables where `ENTITY_ID = &lt;HOLDING_ID&gt;`
- [ ] Use the PDS-Data-Deletion tool to remove all `pfFertiliserTransaction` data for the entity `HOLDING_ID`

**pfHoldingResource**:
- [ ] Query for all `pfHoldingResource` items in PDS where `ENTITY_ID = &lt;HOLDING_ID&gt;`
- [ ] Query for all `pfHoldingResource` items in Change-Detection tables where `ENTITY_ID = &lt;HOLDING_ID&gt;`
- [ ] Use the PDS-Data-Deletion tool to remove all `pfHoldingResource` data for the entity `HOLDING_ID`

**pfIcarFeedTransactionResource**:
- [ ] Query for all `pfIcarFeedTransactionResource` items in PDS where `ENTITY_ID = &lt;HOLDING_ID&gt;`
- [ ] Query for all `pfIcarFeedTransactionResource` items in Change-Detection tables where `ENTITY_ID = &lt;HOLDING_ID&gt;`
- [ ] Use the PDS-Data-Deletion tool to remove all `pfIcarFeedTransactionResource` data for the entity `HOLDING_ID`

**pfLandCoverResource**:
- [ ] Query for all `pfLandCoverResource` items in PDS where `ENTITY_ID = &lt;HOLDING_ID&gt;`
- [ ] Query for all `pfLandCoverResource` items in Change-Detection tables where `ENTITY_ID = &lt;HOLDING_ID&gt;`
- [ ] Use the PDS-Data-Deletion tool to remove all `pfLandCoverResource` data for the entity `HOLDING_ID`

**pfStockReconciliation**:
- [ ] Query for all `pfStockReconciliation` items in PDS where `ENTITY_ID = &lt;HOLDING_ID&gt;`
- [ ] Query for all `pfStockReconciliation` items in Change-Detection tables where `ENTITY_ID = &lt;HOLDING_ID&gt;`
- [ ] Use the PDS-Data-Deletion tool to remove all `pfStockReconciliation` data for the entity `HOLDING_ID`

**plotResource**:
- [ ] Query for all `plotResource` items in PDS where `ENTITY_ID = &lt;HOLDING_ID&gt;`
- [ ] Query for all `plotResource` items in Change-Detection tables where `ENTITY_ID = &lt;HOLDING_ID&gt;`
- [ ] Use the PDS-Data-Deletion tool to remove all `plotResource` data for the entity `HOLDING_ID`

For each data-source in the list of NAB data sources:
**Raw S3 Bucket**
- [X] Screenshot files in data-source folder
- [X] Delete all files in data-source folder
- [X] Screenshot empty data-source folder

**PreProcessing S3 Bucket (sometimes)**
- [X] Screenshot files in data-source folder
- [X] Delete all files in data-source folder
- [X] Screenshot empty data-source folder

**Standardised S3 Bucket**
- [ ] Screenshot files in data-source folder
- [ ] Delete all files in data-source folder
- [ ] Screenshot empty data-source folder",,"10/30/2025 11:58:44 PM"
"38425","User Story","[Saputo data source] Uplaod data file the drop bucket on prod","Closed",,"<div>we need to upload the saputo data file attached to:&nbsp;moa-platform-ingestion-drop-prod-ap-southeast-2/moa.ingestion.saputo/&lt;current-date&gt;/SaputoDairyAustralia.csv </div>",,"11/3/2025 3:55:55 PM"
"38453","Bug","[Rabobank] Cannot complete a request for some Rabo clients","Closed",,,,"11/3/2025 4:01:54 PM"
"38449","User Story","Turn on easy dairy, Aus Dairy DIF, Saputo","Closed",,,,"11/4/2025 10:40:13 AM"
